RDKIT_SMILES,First_Class,Second_Class
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTACs
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTMACs
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTMACs
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 monoPAPs
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 monoPAPs
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 monoPAPs
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 monoPAPs
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 monoPAPs
C[Si](C)(C)O[Si](Cl)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)C,Silicon PFASs,Others
C[Si](C)(C)O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O[Si](C)(C)C)O[Si](C)(C)C,Silicon PFASs,Others
CO[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)CO[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,Silicon PFASs,Others
C[Si](C)(C)O[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
O=C(CC1(Cl)C(F)(F)C(F)(F)C1(F)F)c1ccccc1,Side-chain aromatics,Others
C=C(F)C(=O)OC(F)(F)C(C)(F)F,Other aliphatics,Others
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
O=C(C=C(O)C(F)(F)F)C(F)(F)F,Other aliphatics,Others
O=S(=O)(O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C1(F)F,"PFAAs, cyclic","PFSAs, cyclic"
FC1(F)CC(C2CC3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
CC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)CCO,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CCCO1,"Other aliphatics, cyclic","Others, cyclic"
FN(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(S)=CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
NC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=S(=O)(O)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,"PFAAs, cyclic","PFSAs, cyclic"
O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,PFAAs,PFECAs
O=C(CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
CC(CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
CC(C)(C)O[Si](OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)OC(C)(C)C,Silicon PFASs,Others
O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c1ccccc1C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,Side-chain aromatics,Others
FC1(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
FC(F)=C(F)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,Other aliphatics,Others
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccco1,Side-chain aromatics,Others
CCC(CC(F)(F)C(F)(F)C(F)(F)F)[N+](=O)[O-],Other aliphatics,Others
O=c1[nH]c(C(F)(F)C(F)(F)F)c(F)c(=O)[nH]1,Side-chain aromatics,Others
Nc1nc(=O)c(F)c(C(F)(F)C(F)(F)F)[nH]1,Side-chain aromatics,Others
Cc1nc(=O)c(F)c(C(F)(F)C(F)(F)F)[nH]1,Side-chain aromatics,Others
CC(C)CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
OC(c1ccccc1)(c1ccccc1)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
CC(=O)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCC(=O)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(C)C(=O)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCCC(=O)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCC(O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(c1ccccc1)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
O=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
CC(C)=CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C1CCCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)F,"Other aliphatics, cyclic","Others, cyclic"
OC(c1ccccc1)(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
FC(F)(Cl)C(F)(Cl)CC1CO1,PFAS derivatives,PFAS halogen derivatives
NNC(=O)C(F)(F)C(F)(F)F,Other aliphatics,Others
NNC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(NNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(Cl)C(F)(Cl)C(Cl)Cl,PFAS derivatives,PFAS halogen derivatives
FC(F)(F)C(F)(F)C(F)(F)c1noc(C(F)(F)C(F)(F)C(F)(F)F)n1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)c1noc(C(F)(F)C(F)(F)F)n1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1noc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)c2noc(C(F)(F)C(F)(F)F)n2)no1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1nnc(C(F)(F)C(F)(F)C(F)(F)F)o1,Side-chain aromatics,Others
FC(F)(c1nn[nH]n1)C(F)(F)C(F)(F)c1nn[nH]n1,Side-chain aromatics,Others
N=C(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=N)N,Other aliphatics,Others
N=C(N)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1n[nH]c(C(F)(F)C(F)(F)C(F)(F)F)n1,Side-chain aromatics,Others
CSC(=S)C(F)(F)C(F)(F)F,Other aliphatics,Others
CSC(=N)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(Cc1ccccn1)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
Cc1ccsc1C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
Cc1cc(C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(C)s1,Side-chain aromatics,Others
Cc1ccc(C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F)s1,Side-chain aromatics,Others
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(Br)s1,Side-chain aromatics,Others
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1csc2ccccc12,Side-chain aromatics,Others
Cc1cc(C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(C)o1,Side-chain aromatics,Others
COC(=N)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C1=NCCO1,"Other aliphatics, cyclic","Others, cyclic"
C=CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C1=NCCN1,"Other aliphatics, cyclic","Others, cyclic"
N=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(NCCCl)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
O=c1nc(C(F)(F)C(F)(F)C(F)(F)F)[nH]o1,Side-chain aromatics,Others
Fc1ccc2nc(C(F)(F)C(F)(F)F)[nH]c2c1,Side-chain aromatics,Others
NCC(O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(O)CC(C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=[N+]([O-])CC(C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,Other aliphatics,PACF-based substances
FC(F)(CI)C(F)(F)C(F)(F)CI,Other aliphatics,Others
FC(F)(F)C(F)(C1=NS1(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,"Other aliphatics, cyclic","Others, cyclic"
C=C(C)CC(Cl)(Cl)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCC1=C(CCC)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
CC(C)OP(=O)(OC(C)C)C1=C(P(=O)(OC(C)C)OC(C)C)C(F)(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
FC1(F)C(I)=C(I)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
O=NC(F)(Cl)C(F)(F)Cl,PFAS derivatives,PFAS halogen derivatives
O=P(CCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P(=O)(N1CC1)N1CC1)(N1CC1)N1CC1,"Other aliphatics, cyclic","Others, cyclic"
O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCOCNC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCOP(=O)(OCC)C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=P(O)(O)CCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P(=O)(O)O,Other aliphatics,Others
FC(F)(F)C1(F)N(Cc2ccccc2)C1(F)F,Side-chain aromatics,Others
FC(F)(F)C1(F)N(Cc2ccccc2)C1(F)C(F)(F)F,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1nnnn1-c1ccccc1,Side-chain aromatics,Others
O=C(O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(O)CSC(CC(=O)O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(O)COCC(F)(F)C(F)(F)C(F)(F)COCC(=O)O,Other aliphatics,Others
O=C(O)CC(SC(CC(=O)O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(O)C(F)(F)C(F)(F)C(F)(F)C(C)O,Other aliphatics,Others
CC(C(Nc1ccc(C(=O)O)cc1)C(F)(F)C(F)(F)C(F)(F)F)[N+](=O)[O-],Side-chain aromatics,Others
O=C1NC(=O)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
FC1(F)C2Cc3ccccc3C2C1(F)F,Side-chain aromatics,Others
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)c2ccc(O)cc2)cc1,Side-chain aromatics,Others
O=[N+]([O-])c1cc(C(F)(F)C(F)(F)C(F)(F)c2ccc(O)c([N+](=O)[O-])c2)ccc1O,Side-chain aromatics,Others
CC(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)c2ccc(OC(C)=O)cc2)cc1,Side-chain aromatics,Others
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
O=[N+]([O-])CC(O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=c1[nH]cc(CC(F)(F)C(F)(F)F)c(=O)[nH]1,Side-chain aromatics,Others
O=c1[nH]cc(COCC(F)(F)C(F)(F)C(F)(F)F)c(=O)[nH]1,Side-chain aromatics,Others
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1CC(F)(F)C(F)(F)F,Side-chain aromatics,Others
FC(F)(F)OOC(F)(F)C(F)(Cl)Cl,Other aliphatics,Others
FC(F)(F)OOC(F)(F)C(F)(F)Cl,Other aliphatics,Others
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,Other aliphatics,Others
CC(C)(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)NC(C)(C)C,Other aliphatics,Others
O=S(OCC(F)(F)F)OCC(F)(F)F,Other aliphatics,Others
O=S(=O)(C#Cc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PASF-based substances
O=S(=O)(C(Br)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
FC(F)(F)C(F)(F)C(F)(F)c1nnnn1CC1(Cn2nnnc2C(F)(F)C(F)(F)C(F)(F)F)COC1,Side-chain aromatics,Others
O=C(NC(=O)C(F)(F)C(F)(F)F)Nc1ccc(Cl)cc1,Side-chain aromatics,Others
O=S(=O)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
O=S(=O)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
O=S(=O)(Cl)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
CCN(CC)C(=O)C(F)C(F)(F)C(F)(F)C(F)C(=O)N(CC)CC,Other aliphatics,Others
CCN(CC)C(=O)C(F)C(F)(F)C(F)(F)COCc1ccccc1,Side-chain aromatics,Others
O=C(N1CCCC1)C(F)(F)C(F)(F)C(F)(F)F,"Other aliphatics, cyclic","Others, cyclic"
Nc1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1N,Side-chain aromatics,Others
FC(F)(c1nc2ccccc2[nH]1)C(F)(F)C(F)(F)c1nc2ccccc2[nH]1,Side-chain aromatics,Others
O=S(=O)(OC(F)(F)F)C(F)(F)F,Other aliphatics,PASF-based substances
O=C(NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(OCC(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)COC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2[nH]1,Side-chain aromatics,Others
C=CCNCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,Side-chain aromatics,Others
O=C(O)C(C(F)(F)F)C(F)(F)F,Other aliphatics,Others
N=C(/N=C(\N)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)c1ccccc1,Side-chain aromatics,Others
FC1(F)C(Cl)=C([Hg]C2=C(Cl)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
FC1(F)C(Cl)=C([Hg]C2=C(Cl)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,"Other aliphatics, cyclic","Others, cyclic"
O=P(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CC1)N1CC1,"Other aliphatics, cyclic","Others, cyclic"
CCOP(=O)(OCC)C(I)CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P(=O)(OCC)OCC,Other aliphatics,Others
Cc1ccc(NC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)cc1NC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Side-chain aromatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COc1nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)n1,Side-chain aromatics,Others
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,Other aliphatics,Others
NCC(F)(F)C(F)(F)C(F)(F)CN,Other aliphatics,Others
CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
O=S(=O)(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
O=S(=O)(Oc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PASF-based substances
Cc1ccccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PASF-based substances
CC(C)c1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,PASF-based substances
O=S(=O)(Oc1ccc(Cl)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PASF-based substances
CC(C)(C)c1cc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(C)(C)C)c1,Side-chain aromatics,PASF-based substances
O=S(=O)(Oc1cccc2ccccc12)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PASF-based substances
O=S(=O)(Oc1ccc2ccccc2c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,PASF-based substances
FC(F)C(F)(F)C(F)(F)C(F)(F)COCC1(COCC(F)(F)C(F)(F)C(F)(F)C(F)F)COC1,"Other aliphatics, cyclic","Others, cyclic"
CC(C)(O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,Other aliphatics,Others
FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,Other aliphatics,Others
CCOC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,Non-PFAA perfluoroalkyls,PFAs
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)Cl,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Non-PFAA perfluoroalkyls,PFAs
FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,Other aliphatics,Others
CCCOC(=O)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
CCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
CCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Non-PFAA perfluoroalkyls,PFAs
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,Other aliphatics,Others
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
Cc1cccc(OC(=O)C(F)(F)C(F)(F)F)c1,Side-chain aromatics,PACF-based substances
O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Perfluoro PFAA precursors,PFALs
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:1 FTOHs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC1CO1,"Other aliphatics, cyclic","Others, cyclic"
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,Other aliphatics,Others
C=CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
NC1=NC(=O)C(F)(C(F)(F)F)S1,"Other aliphatics, cyclic","Others, cyclic"
CCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Other aliphatics,Others
